1786758665_002205,1786758665_002205.wav,pu,other
1786758688_214268,1786758688_214268.wav,mu,other
1786758747_501232,1786758747_501232.wav,a,other
1786758830_439826,1786758830_439826.wav,a,a
1786758838_347116,1786758838_347116.wav,ma,ma
1786758847_43103,1786758847_43103.wav,bu,other
1786758857_159659,1786758857_159659.wav,sa,sa
1786758864_751396,1786758864_751396.wav,mya,nya
1786758871_068906,1786758871_068906.wav,ba,ba
1786758876_288602,1786758876_288602.wav,a,a
1786758879_220279,1786758879_220279.wav,i,i
1786758886_693527,1786758886_693527.wav,u,u
1786758889_845409,1786758889_845409.wav,e,e
1786758892_826087,1786758892_826087.wav,o,o
1786758896_165137,1786758896_165137.wav,ka,ka
1786758947_868399,1786758947_868399.wav,ki,ki
1786758950_800425,1786758950_800425.wav,ba,ba
1786758954_462803,1786758954_462803.wav,be,be
1786758962_162459,1786758962_162459.wav,ri,ri
1786758977_112479,1786758977_112479.wav,ri,bi
1786758983_422594,1786758983_422594.wav,ri,bi
1786758987_600813,1786758987_600813.wav,bo,bo
1786758990_760172,1786758990_760172.wav,bu,bu
1786758993_919745,1786758993_919745.wav,bya,bya
1786758998_773364,1786758998_773364.wav,byo,byo
1786759002_40047,1786759002_40047.wav,byu,byu
1786759006_102909,1786759006_102909.wav,cha,cha
1786759009_474683,1786759009_474683.wav,chi,chi
1786759013_342561,1786759013_342561.wav,kyo,kyo
1786759017_423265,1786759017_423265.wav,cho,cho
1786759023_166729,1786759023_166729.wav,ju,chu
1786759028_862823,1786759028_862823.wav,ju,chu
1786759043_164268,1786759043_164268.wav,ju,chu
1786759046_372437,1786759046_372437.wav,da,da
1786759049_508859,1786759049_508859.wav,de,de
1786759070_653235,1786759070_653235.wav,ri,other
1786759159_72115,1786759159_72115.wav,ji,ji
1786759166_080328,1786759166_080328.wav,to,do
1786759169_949602,1786759169_949602.wav,do,do
1786759176_935216,1786759176_935216.wav,zu,zu
1786759180_169796,1786759180_169796.wav,e,e
1786759183_868628,1786759183_868628.wav,n,n
