1786004066_916014,1786004066_916014.wav,a,
1786004087_906136,1786004087_906136.wav,u,
1786004107_111237,1786004107_111237.wav,o,
1786004150_890671,1786004150_890671.wav,u,
1786004171_516724,1786004171_516724.wav,i,
1786004191_865232,1786004191_865232.wav,o,
1786004216_473617,1786004216_473617.wav,i,
1786004251_322523,1786004251_322523.wav,u,
1786084877_008292,1786084877_008292.wav,a,
1786084897_809896,1786084897_809896.wav,i,
1786084914_539484,1786084914_539484.wav,e,
1786085101_461215,1786085101_461215.wav,e,
1786085118_762828,1786085118_762828.wav,u,
1786085136_704881,1786085136_704881.wav,e,
1786085160_12575,1786085160_12575.wav,o,
1786085177_038335,1786085177_038335.wav,e,
1786085194_62632,1786085194_62632.wav,other,
1786085213_600827,1786085213_600827.wav,u,
1786085233_654409,1786085233_654409.wav,a,
1786085454_745197,1786085454_745197.wav,o,
1786085475_168437,1786085475_168437.wav,e,
1786085497_029334,1786085497_029334.wav,i,
1786085783_613634,1786085783_613634.wav,u,
1786085799_012364,1786085799_012364.wav,other,
1786085815_875174,1786085815_875174.wav,other,
1786085834_606026,1786085834_606026.wav,e,
1786085861_493514,1786085861_493514.wav,a,
1786085957_300733,1786085957_300733.wav,i,
1786105083_940984,1786105083_940984.wav,a,
1786105122_704912,1786105122_704912.wav,u,
1786105149_280074,1786105149_280074.wav,a,
1786105185_417735,1786105185_417735.wav,u,
1786105222_861435,1786105222_861435.wav,e,
1786105259_617056,1786105259_617056.wav,o,
1786105293_439246,1786105293_439246.wav,o,
1786450143_761054,1786450143_761054.wav,pe,a
1786450160_854817,1786450160_854817.wav,pa,u
1786452377_163085,1786452377_163085.wav,ryu,a
1786452385_362128,1786452385_362128.wav,mu,u
1786452392_133723,1786452392_133723.wav,mu,me
1786452397_141308,1786452397_141308.wav,ryu,ka
1786452402_690444,1786452402_690444.wav,mu,su
1786452408_204062,1786452408_204062.wav,mu,te
1786452425_082768,1786452425_082768.wav,ryu,ra
1786495884_032267,1786495884_032267.wav,u,ka
1786495892_86565,1786495892_86565.wav,u,na
1786672124_306124,1786672124_306124.wav,a,a
1786672179_911397,1786672179_911397.wav,me,other
1786672188_117513,1786672188_117513.wav,ba,ba
1786672195_688675,1786672195_688675.wav,yo,other
1786672237_011612,1786672237_011612.wav,sa,sa
1786672255_011638,1786672255_011638.wav,e,e
1786672261_584681,1786672261_584681.wav,ro,ro
1786672267_612227,1786672267_612227.wav,n,nu
1786672273_993275,1786672273_993275.wav,other,nu
1786672279_102512,1786672279_102512.wav,zu,nu
1786672285_236544,1786672285_236544.wav,ne,ne
1786672291_684248,1786672291_684248.wav,no,wo
1786672296_122917,1786672296_122917.wav,wo,wo
1786672301_025685,1786672301_025685.wav,cha,cha
1786672309_842476,1786672309_842476.wav,sa,to
1786672314_822907,1786672314_822907.wav,sa,to
1786672318_187943,1786672318_187943.wav,sa,sa
1786672325_218365,1786672325_218365.wav,other,to
1786672334_053667,1786672334_053667.wav,na,pa
1786672348_509145,1786672348_509145.wav,other,other
